1,1
2,8
3,7
4,1
5,5
6,8
7,3
8,8
9,1
10,2
11,2
12,8
13,5
14,4
15,4
16,2
17,1
18,1
19,8
20,2
T,61649,175000,66804,166883
T_R,5672,7046,6575,12783
R,1,4,2,4
