1,1
2,8
3,7
4,1
5,5
6,8
7,1
8,5
9,2
10,1
11,2
12,8
13,5
14,4
15,1
16,1
17,6
18,1
19,6
20,1
T,80311,151999,138499,136596
T_R,9695,9045,7505,8047
R,1,3,2,3
