1,1
2,4
3,7
4,5
5,5
6,8
7,1
8,3
9,3
10,8
11,2
12,8
13,5
14,1
15,5
16,2
17,1
18,7
19,1
20,6
T,154784,168649,136757,152960
T_R,17032,7703,2927,5215
R,3,4,3,5
