1,1
2,1
3,7
4,1
5,5
6,5
7,3
8,1
9,2
10,2
11,2
12,8
13,5
14,4
15,4
16,8
17,8
18,1
19,4
20,3
T,70666,170765,72261,209921
T_R,3072,5327,2040,4656
R,1,3,1,3
