1,1
2,8
3,7
4,1
5,5
6,5
7,3
8,1
9,2
10,8
11,3
12,8
13,5
14,4
15,4
16,2
17,1
18,1
19,4
20,3
T,40261,96297,61238,153137
T_R,5359,2976,5439,6512
R,1,2,2,3
