1,1,,,,,,,,,,
2,8,,,,,,,,,,
3,7,,,,,,,,,,
4,1,,,,,,,,,,
5,5,,,,,,,,,,
6,8,,,,,,,,,,
7,8,,,,,,,,,,
8,5,,,,,,,,,,
9,2,,,,,,,,,,
10,8,,,,,,,,,,
11,3,,,,,,,,,,
12,8,,,,,,,,,,
13,5,,,,,,,,,,
14,4,,,,,,,,,,
15,4,,,,,,,,,,
16,2,,,,,,,,,,
17,7,,,,,,,,,,
18,1,,,,,,,,,,
19,8,,,,,,,,,,
20,3,,,,,total,,s1,s2,s3,s4
T,70785,384840,63176,311626,,830427,,90,259.888,,
T_R,9103,2968,1889,9950,,23910,,,,,
R,1,5,1,4,,854337,,,,,
