1,1
2,8
3,7
4,1
5,5
6,5
7,8
8,5
9,5
10,1
11,2
12,8
13,5
14,4
15,4
16,2
17,7
18,8
19,4
20,3
T,82314,165855,56575,117203
T_R,18143,6384,3839,5872
R,1,5,2,3
