1,1
2,8
3,7
4,1
5,5
6,1
7,1
8,2
9,1
10,8
11,2
12,8
13,5
14,4
15,2
16,6
17,3
18,3
19,8
20,3
T,71076,190501,97060,204500
T_R,2791,7343,3665,5884
R,1,3,1,2
