1,1
2,8
3,7
4,1
5,5
6,5
7,3
8,1
9,8
10,8
11,2
12,8
13,5
14,4
15,4
16,2
17,1
18,3
19,8
20,3
T,79313,165499,64270,155623
T_R,4696,3887,2808,3808
R,1,4,1,3
